Index    FREQ              Vmain             VMain2     
749      3.14774831e+04    3.77528114e-01    3.68199576e-01
750      3.16227766e+04    3.77528126e-01    3.68199562e-01
751      3.17687407e+04    3.77528137e-01    3.68199548e-01
752      3.19153786e+04    3.77528149e-01    3.68199535e-01
753      3.20626932e+04    3.77528160e-01    3.68199521e-01
754      3.22106879e+04    3.77528171e-01    3.68199508e-01
755      3.23593657e+04    3.77528183e-01    3.68199494e-01
756      3.25087297e+04    3.77528194e-01    3.68199481e-01
757      3.26587832e+04    3.77528205e-01    3.68199468e-01
758      3.28095293e+04    3.77528215e-01    3.68199455e-01
759      3.29609712e+04    3.77528226e-01    3.68199442e-01
760      3.31131121e+04    3.77528236e-01    3.68199429e-01
761      3.32659553e+04    3.77528247e-01    3.68199416e-01
762      3.34195040e+04    3.77528257e-01    3.68199403e-01
763      3.35737614e+04    3.77528267e-01    3.68199391e-01
764      3.37287309e+04    3.77528277e-01    3.68199378e-01
765      3.38844156e+04    3.77528287e-01    3.68199366e-01
766      3.40408190e+04    3.77528297e-01    3.68199354e-01
767      3.41979443e+04    3.77528307e-01    3.68199341e-01
768      3.43557948e+04    3.77528317e-01    3.68199329e-01
769      3.45143739e+04    3.77528326e-01    3.68199317e-01
770      3.46736850e+04    3.77528335e-01    3.68199305e-01
771      3.48337315e+04    3.77528345e-01    3.68199293e-01
772      3.49945167e+04    3.77528354e-01    3.68199282e-01
773      3.51560441e+04    3.77528363e-01    3.68199270e-01
774      3.53183170e+04    3.77528372e-01    3.68199258e-01
775      3.54813389e+04    3.77528381e-01    3.68199247e-01
776      3.56451133e+04    3.77528390e-01    3.68199235e-01
777      3.58096437e+04    3.77528398e-01    3.68199224e-01
778      3.59749335e+04    3.77528407e-01    3.68199213e-01
779      3.61409863e+04    3.77528415e-01    3.68199201e-01
780      3.63078055e+04    3.77528423e-01    3.68199190e-01
781      3.64753947e+04    3.77528432e-01    3.68199179e-01
782      3.66437575e+04    3.77528440e-01    3.68199168e-01
783      3.68128974e+04    3.77528448e-01    3.68199157e-01
784      3.69828180e+04    3.77528456e-01    3.68199147e-01
785      3.71535229e+04    3.77528464e-01    3.68199136e-01
786      3.73250158e+04    3.77528471e-01    3.68199125e-01
787      3.74973002e+04    3.77528479e-01    3.68199114e-01
788      3.76703799e+04    3.77528487e-01    3.68199104e-01
789      3.78442585e+04    3.77528494e-01    3.68199093e-01
790      3.80189396e+04    3.77528501e-01    3.68199083e-01
791      3.81944271e+04    3.77528509e-01    3.68199073e-01
792      3.83707245e+04    3.77528516e-01    3.68199062e-01
793      3.85478358e+04    3.77528523e-01    3.68199052e-01
794      3.87257645e+04    3.77528530e-01    3.68199042e-01
795      3.89045145e+04    3.77528537e-01    3.68199032e-01
796      3.90840896e+04    3.77528543e-01    3.68199022e-01
797      3.92644935e+04    3.77528550e-01    3.68199012e-01
798      3.94457302e+04    3.77528557e-01    3.68199002e-01
799      3.96278034e+04    3.77528563e-01    3.68198992e-01
800      3.98107171e+04    3.77528570e-01    3.68198982e-01
801      3.99944750e+04    3.77528576e-01    3.68198973e-01
802      4.01790811e+04    3.77528582e-01    3.68198963e-01
803      4.03645393e+04    3.77528588e-01    3.68198953e-01
804      4.05508535e+04    3.77528594e-01    3.68198944e-01
805      4.07380278e+04    3.77528600e-01    3.68198934e-01
806      4.09260660e+04    3.77528606e-01    3.68198925e-01
807      4.11149721e+04    3.77528612e-01    3.68198916e-01
808      4.13047502e+04    3.77528618e-01    3.68198906e-01
809      4.14954043e+04    3.77528623e-01    3.68198897e-01
810      4.16869383e+04    3.77528629e-01    3.68198888e-01
811      4.18793565e+04    3.77528634e-01    3.68198879e-01
812      4.20726628e+04    3.77528640e-01    3.68198869e-01
813      4.22668614e+04    3.77528645e-01    3.68198860e-01
814      4.24619564e+04    3.77528650e-01    3.68198851e-01
815      4.26579519e+04    3.77528655e-01    3.68198842e-01
816      4.28548520e+04    3.77528660e-01    3.68198833e-01
817      4.30526610e+04    3.77528665e-01    3.68198825e-01
818      4.32513831e+04    3.77528670e-01    3.68198816e-01
819      4.34510224e+04    3.77528675e-01    3.68198807e-01
820      4.36515832e+04    3.77528679e-01    3.68198798e-01
821      4.38530698e+04    3.77528684e-01    3.68198789e-01
822      4.40554864e+04    3.77528689e-01    3.68198781e-01
823      4.42588372e+04    3.77528693e-01    3.68198772e-01
824      4.44631267e+04    3.77528697e-01    3.68198764e-01
825      4.46683592e+04    3.77528702e-01    3.68198755e-01
826      4.48745390e+04    3.77528706e-01    3.68198747e-01
827      4.50816705e+04    3.77528710e-01    3.68198738e-01
828      4.52897580e+04    3.77528714e-01    3.68198730e-01
829      4.54988060e+04    3.77528718e-01    3.68198721e-01
830      4.57088190e+04    3.77528722e-01    3.68198713e-01
831      4.59198013e+04    3.77528726e-01    3.68198705e-01
832      4.61317575e+04    3.77528730e-01    3.68198696e-01
833      4.63446920e+04    3.77528733e-01    3.68198688e-01
834      4.65586094e+04    3.77528737e-01    3.68198680e-01
835      4.67735141e+04    3.77528740e-01    3.68198672e-01
836      4.69894109e+04    3.77528744e-01    3.68198664e-01
837      4.72063041e+04    3.77528747e-01    3.68198655e-01
838      4.74241985e+04    3.77528750e-01    3.68198647e-01
839      4.76430987e+04    3.77528754e-01    3.68198639e-01
840      4.78630092e+04    3.77528757e-01    3.68198631e-01
841      4.80839348e+04    3.77528760e-01    3.68198623e-01
842      4.83058802e+04    3.77528763e-01    3.68198615e-01
843      4.85288500e+04    3.77528766e-01    3.68198607e-01
844      4.87528490e+04    3.77528769e-01    3.68198600e-01
845      4.89778819e+04    3.77528771e-01    3.68198592e-01
846      4.92039536e+04    3.77528774e-01    3.68198584e-01
847      4.94310687e+04    3.77528777e-01    3.68198576e-01
848      4.96592321e+04    3.77528779e-01    3.68198568e-01
849      4.98884487e+04    3.77528782e-01    3.68198560e-01
850      5.01187234e+04    3.77528784e-01    3.68198553e-01
851      5.03500609e+04    3.77528786e-01    3.68198545e-01
852      5.05824662e+04    3.77528789e-01    3.68198537e-01
853      5.08159443e+04    3.77528791e-01    3.68198530e-01
854      5.10505000e+04    3.77528793e-01    3.68198522e-01
855      5.12861384e+04    3.77528795e-01    3.68198514e-01
856      5.15228645e+04    3.77528797e-01    3.68198507e-01
857      5.17606832e+04    3.77528799e-01    3.68198499e-01
858      5.19995997e+04    3.77528801e-01    3.68198491e-01
859      5.22396189e+04    3.77528802e-01    3.68198484e-01
860      5.24807460e+04    3.77528804e-01    3.68198476e-01
861      5.27229861e+04    3.77528806e-01    3.68198469e-01
862      5.29663444e+04    3.77528807e-01    3.68198461e-01
863      5.32108259e+04    3.77528809e-01    3.68198454e-01
864      5.34564359e+04    3.77528810e-01    3.68198446e-01
865      5.37031796e+04    3.77528811e-01    3.68198439e-01
866      5.39510623e+04    3.77528813e-01    3.68198431e-01
867      5.42000890e+04    3.77528814e-01    3.68198424e-01
868      5.44502653e+04    3.77528815e-01    3.68198417e-01
869      5.47015963e+04    3.77528816e-01    3.68198409e-01
870      5.49540874e+04    3.77528817e-01    3.68198402e-01
871      5.52077439e+04    3.77528818e-01    3.68198394e-01
872      5.54625713e+04    3.77528819e-01    3.68198387e-01
873      5.57185749e+04    3.77528820e-01    3.68198380e-01
874      5.59757601e+04    3.77528820e-01    3.68198372e-01
875      5.62341325e+04    3.77528821e-01    3.68198365e-01
876      5.64936975e+04    3.77528821e-01    3.68198357e-01
877      5.67544605e+04    3.77528822e-01    3.68198350e-01
878      5.70164272e+04    3.77528822e-01    3.68198343e-01
879      5.72796031e+04    3.77528823e-01    3.68198335e-01
880      5.75439937e+04    3.77528823e-01    3.68198328e-01
881      5.78096047e+04    3.77528823e-01    3.68198321e-01
882      5.80764418e+04    3.77528823e-01    3.68198313e-01
883      5.83445104e+04    3.77528824e-01    3.68198306e-01
884      5.86138165e+04    3.77528824e-01    3.68198299e-01
885      5.88843655e+04    3.77528823e-01    3.68198291e-01
886      5.91561634e+04    3.77528823e-01    3.68198284e-01
887      5.94292159e+04    3.77528823e-01    3.68198277e-01
888      5.97035287e+04    3.77528823e-01    3.68198269e-01
889      5.99791076e+04    3.77528823e-01    3.68198262e-01
890      6.02559586e+04    3.77528822e-01    3.68198255e-01
891      6.05340875e+04    3.77528822e-01    3.68198248e-01
892      6.08135001e+04    3.77528821e-01    3.68198240e-01
893      6.10942025e+04    3.77528820e-01    3.68198233e-01
894      6.13762005e+04    3.77528820e-01    3.68198226e-01
895      6.16595002e+04    3.77528819e-01    3.68198218e-01
896      6.19441075e+04    3.77528818e-01    3.68198211e-01
897      6.22300285e+04    3.77528817e-01    3.68198203e-01
898      6.25172693e+04    3.77528816e-01    3.68198196e-01
899      6.28058359e+04    3.77528815e-01    3.68198189e-01
900      6.30957344e+04    3.77528814e-01    3.68198181e-01
901      6.33869711e+04    3.77528813e-01    3.68198174e-01
902      6.36795521e+04    3.77528812e-01    3.68198167e-01
903      6.39734835e+04    3.77528811e-01    3.68198159e-01
904      6.42687717e+04    3.77528809e-01    3.68198152e-01
905      6.45654229e+04    3.77528808e-01    3.68198144e-01
906      6.48634434e+04    3.77528806e-01    3.68198137e-01
907      6.51628394e+04    3.77528805e-01    3.68198130e-01
908      6.54636174e+04    3.77528803e-01    3.68198122e-01
909      6.57657837e+04    3.77528801e-01    3.68198115e-01
910      6.60693448e+04    3.77528799e-01    3.68198107e-01
911      6.63743070e+04    3.77528797e-01    3.68198100e-01
912      6.66806769e+04    3.77528796e-01    3.68198092e-01
913      6.69884609e+04    3.77528793e-01    3.68198085e-01
914      6.72976656e+04    3.77528791e-01    3.68198077e-01
915      6.76082975e+04    3.77528789e-01    3.68198069e-01
916      6.79203633e+04    3.77528787e-01    3.68198062e-01
917      6.82338694e+04    3.77528785e-01    3.68198054e-01
918      6.85488226e+04    3.77528782e-01    3.68198047e-01
919      6.88652296e+04    3.77528780e-01    3.68198039e-01
920      6.91830971e+04    3.77528777e-01    3.68198031e-01
921      6.95024318e+04    3.77528775e-01    3.68198024e-01
922      6.98232404e+04    3.77528772e-01    3.68198016e-01
923      7.01455298e+04    3.77528769e-01    3.68198008e-01
924      7.04693069e+04    3.77528766e-01    3.68198001e-01
925      7.07945784e+04    3.77528764e-01    3.68197993e-01
926      7.11213514e+04    3.77528761e-01    3.68197985e-01
927      7.14496326e+04    3.77528758e-01    3.68197977e-01
928      7.17794291e+04    3.77528754e-01    3.68197969e-01
929      7.21107479e+04    3.77528751e-01    3.68197961e-01
930      7.24435960e+04    3.77528748e-01    3.68197954e-01
931      7.27779805e+04    3.77528745e-01    3.68197946e-01
932      7.31139083e+04    3.77528741e-01    3.68197938e-01
933      7.34513868e+04    3.77528738e-01    3.68197930e-01
934      7.37904230e+04    3.77528734e-01    3.68197922e-01
935      7.41310241e+04    3.77528730e-01    3.68197914e-01
936      7.44731974e+04    3.77528727e-01    3.68197906e-01
937      7.48169501e+04    3.77528723e-01    3.68197897e-01
938      7.51622894e+04    3.77528719e-01    3.68197889e-01
939      7.55092228e+04    3.77528715e-01    3.68197881e-01
940      7.58577575e+04    3.77528711e-01    3.68197873e-01
941      7.62079010e+04    3.77528707e-01    3.68197865e-01
942      7.65596607e+04    3.77528703e-01    3.68197856e-01
943      7.69130440e+04    3.77528698e-01    3.68197848e-01
944      7.72680585e+04    3.77528694e-01    3.68197840e-01
945      7.76247117e+04    3.77528690e-01    3.68197831e-01
946      7.79830111e+04    3.77528685e-01    3.68197823e-01
947      7.83429643e+04    3.77528680e-01    3.68197814e-01
948      7.87045790e+04    3.77528676e-01    3.68197806e-01
949      7.90678628e+04    3.77528671e-01    3.68197797e-01
950      7.94328235e+04    3.77528666e-01    3.68197789e-01
951      7.97994687e+04    3.77528661e-01    3.68197780e-01
952      8.01678063e+04    3.77528656e-01    3.68197772e-01
953      8.05378441e+04    3.77528651e-01    3.68197763e-01
954      8.09095899e+04    3.77528646e-01    3.68197754e-01
955      8.12830516e+04    3.77528641e-01    3.68197745e-01
956      8.16582371e+04    3.77528635e-01    3.68197736e-01
957      8.20351544e+04    3.77528630e-01    3.68197728e-01
958      8.24138115e+04    3.77528624e-01    3.68197719e-01
959      8.27942164e+04    3.77528619e-01    3.68197710e-01
960      8.31763771e+04    3.77528613e-01    3.68197701e-01
961      8.35603018e+04    3.77528607e-01    3.68197692e-01
962      8.39459987e+04    3.77528601e-01    3.68197682e-01
963      8.43334758e+04    3.77528595e-01    3.68197673e-01
964      8.47227414e+04    3.77528589e-01    3.68197664e-01
965      8.51138038e+04    3.77528583e-01    3.68197655e-01
966      8.55066713e+04    3.77528577e-01    3.68197645e-01
967      8.59013522e+04    3.77528571e-01    3.68197636e-01
968      8.62978548e+04    3.77528564e-01    3.68197627e-01
969      8.66961876e+04    3.77528558e-01    3.68197617e-01
970      8.70963590e+04    3.77528551e-01    3.68197608e-01
971      8.74983775e+04    3.77528545e-01    3.68197598e-01
972      8.79022517e+04    3.77528538e-01    3.68197588e-01
973      8.83079900e+04    3.77528531e-01    3.68197579e-01
974      8.87156012e+04    3.77528524e-01    3.68197569e-01
975      8.91250938e+04    3.77528517e-01    3.68197559e-01
976      8.95364766e+04    3.77528510e-01    3.68197549e-01
977      8.99497582e+04    3.77528502e-01    3.68197539e-01
978      9.03649474e+04    3.77528495e-01    3.68197529e-01
979      9.07820530e+04    3.77528488e-01    3.68197519e-01
980      9.12010839e+04    3.77528480e-01    3.68197509e-01
981      9.16220490e+04    3.77528472e-01    3.68197498e-01
982      9.20449572e+04    3.77528465e-01    3.68197488e-01
983      9.24698174e+04    3.77528457e-01    3.68197478e-01
984      9.28966387e+04    3.77528449e-01    3.68197467e-01
985      9.33254301e+04    3.77528441e-01    3.68197457e-01
986      9.37562007e+04    3.77528433e-01    3.68197446e-01
987      9.41889597e+04    3.77528425e-01    3.68197436e-01
988      9.46237161e+04    3.77528416e-01    3.68197425e-01
989      9.50604794e+04    3.77528408e-01    3.68197414e-01
990      9.54992586e+04    3.77528399e-01    3.68197403e-01
991      9.59400632e+04    3.77528390e-01    3.68197392e-01
992      9.63829024e+04    3.77528382e-01    3.68197381e-01
993      9.68277856e+04    3.77528373e-01    3.68197370e-01
994      9.72747224e+04    3.77528364e-01    3.68197359e-01
995      9.77237221e+04    3.77528355e-01    3.68197348e-01
996      9.81747943e+04    3.77528346e-01    3.68197337e-01
997      9.86279486e+04    3.77528336e-01    3.68197325e-01
998      9.90831945e+04    3.77528327e-01    3.68197314e-01
999      9.95405417e+04    3.77528317e-01    3.68197302e-01
1000     1.00000000e+05    3.77528308e-01    3.68197291e-01
1001     1.00461579e+05    3.77528298e-01    3.68197279e-01
1002     1.00925289e+05    3.77528288e-01    3.68197267e-01
1003     1.01391139e+05    3.77528278e-01    3.68197255e-01
1004     1.01859139e+05    3.77528268e-01    3.68197243e-01
1005     1.02329299e+05    3.77528258e-01    3.68197231e-01
1006     1.02801630e+05    3.77528247e-01    3.68197219e-01
1007     1.03276141e+05    3.77528237e-01    3.68197207e-01
1008     1.03752842e+05    3.77528226e-01    3.68197194e-01
1009     1.04231743e+05    3.77528216e-01    3.68197182e-01
1010     1.04712855e+05    3.77528205e-01    3.68197169e-01
1011     1.05196187e+05    3.77528194e-01    3.68197157e-01
1012     1.05681751e+05    3.77528183e-01    3.68197144e-01
1013     1.06169556e+05    3.77528172e-01    3.68197131e-01
1014     1.06659612e+05    3.77528160e-01    3.68197118e-01
1015     1.07151931e+05    3.77528149e-01    3.68197105e-01
1016     1.07646521e+05    3.77528137e-01    3.68197092e-01
1017     1.08143395e+05    3.77528126e-01    3.68197079e-01
1018     1.08642562e+05    3.77528114e-01    3.68197066e-01
1019     1.09144034e+05    3.77528102e-01    3.68197052e-01
1020     1.09647820e+05    3.77528090e-01    3.68197039e-01
1021     1.10153931e+05    3.77528078e-01    3.68197025e-01
1022     1.10662378e+05    3.77528065e-01    3.68197012e-01
1023     1.11173173e+05    3.77528053e-01    3.68196998e-01
1024     1.11686325e+05    3.77528040e-01    3.68196984e-01
1025     1.12201845e+05    3.77528027e-01    3.68196970e-01
1026     1.12719746e+05    3.77528015e-01    3.68196956e-01
1027     1.13240036e+05    3.77528002e-01    3.68196941e-01
1028     1.13762729e+05    3.77527988e-01    3.68196927e-01
1029     1.14287833e+05    3.77527975e-01    3.68196912e-01
1030     1.14815362e+05    3.77527962e-01    3.68196898e-01
1031     1.15345326e+05    3.77527948e-01    3.68196883e-01
1032     1.15877736e+05    3.77527934e-01    3.68196868e-01
1033     1.16412603e+05    3.77527920e-01    3.68196853e-01
1034     1.16949939e+05    3.77527906e-01    3.68196838e-01
1035     1.17489755e+05    3.77527892e-01    3.68196823e-01
1036     1.18032064e+05    3.77527878e-01    3.68196808e-01
1037     1.18576875e+05    3.77527863e-01    3.68196792e-01
1038     1.19124201e+05    3.77527849e-01    3.68196776e-01
1039     1.19674053e+05    3.77527834e-01    3.68196761e-01
1040     1.20226443e+05    3.77527819e-01    3.68196745e-01
1041     1.20781384e+05    3.77527804e-01    3.68196729e-01
1042     1.21338885e+05    3.77527789e-01    3.68196713e-01
1043     1.21898960e+05    3.77527773e-01    3.68196697e-01
1044     1.22461620e+05    3.77527758e-01    3.68196680e-01
1045     1.23026877e+05    3.77527742e-01    3.68196664e-01
1046     1.23594743e+05    3.77527726e-01    3.68196647e-01
1047     1.24165231e+05    3.77527710e-01    3.68196630e-01
1048     1.24738351e+05    3.77527694e-01    3.68196613e-01
1049     1.25314117e+05    3.77527678e-01    3.68196596e-01
1050     1.25892541e+05    3.77527661e-01    3.68196579e-01
1051     1.26473635e+05    3.77527645e-01    3.68196562e-01
1052     1.27057411e+05    3.77527628e-01    3.68196544e-01
1053     1.27643881e+05    3.77527611e-01    3.68196527e-01
1054     1.28233058e+05    3.77527593e-01    3.68196509e-01
1055     1.28824955e+05    3.77527576e-01    3.68196491e-01
1056     1.29419584e+05    3.77527558e-01    3.68196473e-01
1057     1.30016958e+05    3.77527541e-01    3.68196455e-01
1058     1.30617089e+05    3.77527523e-01    3.68196436e-01
1059     1.31219990e+05    3.77527505e-01    3.68196418e-01
1060     1.31825674e+05    3.77527486e-01    3.68196399e-01
1061     1.32434154e+05    3.77527468e-01    3.68196380e-01
1062     1.33045442e+05    3.77527449e-01    3.68196361e-01
1063     1.33659552e+05    3.77527431e-01    3.68196342e-01
1064     1.34276496e+05    3.77527412e-01    3.68196322e-01
1065     1.34896288e+05    3.77527392e-01    3.68196303e-01
1066     1.35518941e+05    3.77527373e-01    3.68196283e-01
1067     1.36144468e+05    3.77527353e-01    3.68196263e-01
1068     1.36772883e+05    3.77527334e-01    3.68196243e-01
1069     1.37404198e+05    3.77527314e-01    3.68196223e-01
1070     1.38038426e+05    3.77527293e-01    3.68196203e-01
1071     1.38675583e+05    3.77527273e-01    3.68196182e-01
1072     1.39315680e+05    3.77527252e-01    3.68196161e-01
1073     1.39958732e+05    3.77527232e-01    3.68196140e-01
1074     1.40604752e+05    3.77527211e-01    3.68196119e-01
1075     1.41253754e+05    3.77527190e-01    3.68196098e-01
1076     1.41905752e+05    3.77527168e-01    3.68196077e-01
1077     1.42560759e+05    3.77527147e-01    3.68196055e-01
1078     1.43218790e+05    3.77527125e-01    3.68196033e-01
1079     1.43879858e+05    3.77527103e-01    3.68196011e-01
1080     1.44543977e+05    3.77527080e-01    3.68195989e-01
1081     1.45211162e+05    3.77527058e-01    3.68195966e-01
1082     1.45881426e+05    3.77527035e-01    3.68195944e-01
1083     1.46554784e+05    3.77527012e-01    3.68195921e-01
1084     1.47231250e+05    3.77526989e-01    3.68195898e-01
1085     1.47910839e+05    3.77526966e-01    3.68195875e-01
1086     1.48593564e+05    3.77526942e-01    3.68195851e-01
1087     1.49279441e+05    3.77526919e-01    3.68195828e-01
1088     1.49968484e+05    3.77526895e-01    3.68195804e-01
1089     1.50660707e+05    3.77526870e-01    3.68195780e-01
1090     1.51356125e+05    3.77526846e-01    3.68195756e-01
1091     1.52054753e+05    3.77526821e-01    3.68195731e-01
1092     1.52756606e+05    3.77526796e-01    3.68195706e-01
1093     1.53461698e+05    3.77526771e-01    3.68195681e-01
1094     1.54170045e+05    3.77526745e-01    3.68195656e-01
1095     1.54881662e+05    3.77526720e-01    3.68195631e-01
1096     1.55596563e+05    3.77526694e-01    3.68195605e-01
1097     1.56314764e+05    3.77526667e-01    3.68195580e-01
1098     1.57036280e+05    3.77526641e-01    3.68195554e-01
1099     1.57761127e+05    3.77526614e-01    3.68195527e-01
1100     1.58489319e+05    3.77526587e-01    3.68195501e-01
1101     1.59220873e+05    3.77526560e-01    3.68195474e-01
1102     1.59955803e+05    3.77526533e-01    3.68195447e-01
1103     1.60694125e+05    3.77526505e-01    3.68195420e-01
1104     1.61435856e+05    3.77526477e-01    3.68195392e-01
1105     1.62181010e+05    3.77526449e-01    3.68195365e-01
1106     1.62929603e+05    3.77526420e-01    3.68195337e-01
1107     1.63681652e+05    3.77526391e-01    3.68195309e-01
1108     1.64437172e+05    3.77526362e-01    3.68195280e-01
1109     1.65196180e+05    3.77526333e-01    3.68195252e-01
1110     1.65958691e+05    3.77526303e-01    3.68195223e-01
1111     1.66724721e+05    3.77526273e-01    3.68195193e-01
1112     1.67494288e+05    3.77526243e-01    3.68195164e-01
1113     1.68267406e+05    3.77526212e-01    3.68195134e-01
1114     1.69044093e+05    3.77526181e-01    3.68195104e-01
1115     1.69824365e+05    3.77526150e-01    3.68195074e-01
1116     1.70608239e+05    3.77526119e-01    3.68195043e-01
1117     1.71395731e+05    3.77526087e-01    3.68195013e-01
1118     1.72186857e+05    3.77526055e-01    3.68194981e-01
1119     1.72981636e+05    3.77526023e-01    3.68194950e-01
1120     1.73780083e+05    3.77525990e-01    3.68194918e-01
1121     1.74582215e+05    3.77525957e-01    3.68194886e-01
1122     1.75388050e+05    3.77525924e-01    3.68194854e-01
1123     1.76197605e+05    3.77525890e-01    3.68194822e-01
1124     1.77010896e+05    3.77525857e-01    3.68194789e-01
1125     1.77827941e+05    3.77525822e-01    3.68194756e-01
1126     1.78648757e+05    3.77525788e-01    3.68194722e-01
1127     1.79473363e+05    3.77525753e-01    3.68194689e-01
1128     1.80301774e+05    3.77525718e-01    3.68194655e-01
1129     1.81134009e+05    3.77525682e-01    3.68194620e-01
1130     1.81970086e+05    3.77525646e-01    3.68194586e-01
1131     1.82810022e+05    3.77525610e-01    3.68194551e-01
1132     1.83653834e+05    3.77525574e-01    3.68194515e-01
1133     1.84501542e+05    3.77525537e-01    3.68194480e-01
1134     1.85353162e+05    3.77525500e-01    3.68194444e-01
1135     1.86208714e+05    3.77525462e-01    3.68194408e-01
1136     1.87068214e+05    3.77525424e-01    3.68194371e-01
1137     1.87931682e+05    3.77525386e-01    3.68194334e-01
1138     1.88799135e+05    3.77525347e-01    3.68194297e-01
1139     1.89670592e+05    3.77525308e-01    3.68194260e-01
1140     1.90546072e+05    3.77525269e-01    3.68194222e-01
1141     1.91425593e+05    3.77525229e-01    3.68194183e-01
1142     1.92309173e+05    3.77525189e-01    3.68194145e-01
1143     1.93196832e+05    3.77525148e-01    3.68194106e-01
1144     1.94088588e+05    3.77525108e-01    3.68194067e-01
1145     1.94984460e+05    3.77525066e-01    3.68194027e-01
1146     1.95884467e+05    3.77525025e-01    3.68193987e-01
1147     1.96788629e+05    3.77524983e-01    3.68193946e-01
1148     1.97696964e+05    3.77524940e-01    3.68193906e-01
1149     1.98609492e+05    3.77524897e-01    3.68193865e-01
1150     1.99526231e+05    3.77524854e-01    3.68193823e-01
1151     2.00447203e+05    3.77524810e-01    3.68193781e-01
1152     2.01372425e+05    3.77524766e-01    3.68193739e-01
1153     2.02301918e+05    3.77524722e-01    3.68193696e-01
1154     2.03235701e+05    3.77524677e-01    3.68193653e-01
1155     2.04173794e+05    3.77524632e-01    3.68193610e-01
1156     2.05116218e+05    3.77524586e-01    3.68193566e-01
1157     2.06062991e+05    3.77524540e-01    3.68193522e-01
1158     2.07014135e+05    3.77524493e-01    3.68193477e-01
1159     2.07969669e+05    3.77524446e-01    3.68193432e-01
1160     2.08929613e+05    3.77524399e-01    3.68193387e-01
1161     2.09893988e+05    3.77524351e-01    3.68193341e-01
1162     2.10862815e+05    3.77524302e-01    3.68193295e-01
1163     2.11836114e+05    3.77524254e-01    3.68193248e-01
1164     2.12813905e+05    3.77524204e-01    3.68193201e-01
1165     2.13796209e+05    3.77524155e-01    3.68193153e-01
1166     2.14783047e+05    3.77524104e-01    3.68193105e-01
1167     2.15774441e+05    3.77524054e-01    3.68193057e-01
1168     2.16770410e+05    3.77524003e-01    3.68193008e-01
1169     2.17770977e+05    3.77523951e-01    3.68192959e-01
1170     2.18776162e+05    3.77523899e-01    3.68192909e-01
1171     2.19785987e+05    3.77523846e-01    3.68192859e-01
1172     2.20800473e+05    3.77523793e-01    3.68192808e-01
1173     2.21819642e+05    3.77523740e-01    3.68192757e-01
1174     2.22843515e+05    3.77523685e-01    3.68192705e-01
1175     2.23872114e+05    3.77523631e-01    3.68192653e-01
1176     2.24905461e+05    3.77523576e-01    3.68192601e-01
1177     2.25943577e+05    3.77523520e-01    3.68192548e-01
1178     2.26986485e+05    3.77523464e-01    3.68192494e-01
1179     2.28034207e+05    3.77523407e-01    3.68192440e-01
1180     2.29086765e+05    3.77523350e-01    3.68192386e-01
1181     2.30144182e+05    3.77523292e-01    3.68192331e-01
1182     2.31206479e+05    3.77523234e-01    3.68192275e-01
1183     2.32273680e+05    3.77523175e-01    3.68192219e-01
1184     2.33345806e+05    3.77523116e-01    3.68192162e-01
1185     2.34422882e+05    3.77523056e-01    3.68192105e-01
1186     2.35504928e+05    3.77522996e-01    3.68192048e-01
1187     2.36591970e+05    3.77522935e-01    3.68191990e-01
1188     2.37684029e+05    3.77522873e-01    3.68191931e-01
1189     2.38781128e+05    3.77522811e-01    3.68191872e-01
1190     2.39883292e+05    3.77522748e-01    3.68191812e-01
1191     2.40990543e+05    3.77522685e-01    3.68191752e-01
1192     2.42102905e+05    3.77522621e-01    3.68191691e-01
1193     2.43220401e+05    3.77522556e-01    3.68191630e-01
1194     2.44343055e+05    3.77522491e-01    3.68191568e-01
1195     2.45470892e+05    3.77522425e-01    3.68191505e-01
1196     2.46603934e+05    3.77522359e-01    3.68191442e-01
1197     2.47742206e+05    3.77522292e-01    3.68191378e-01
1198     2.48885732e+05    3.77522225e-01    3.68191314e-01
1199     2.50034536e+05    3.77522156e-01    3.68191249e-01
1200     2.51188643e+05    3.77522088e-01    3.68191184e-01
1201     2.52348077e+05    3.77522018e-01    3.68191118e-01
1202     2.53512863e+05    3.77521948e-01    3.68191051e-01
1203     2.54683025e+05    3.77521877e-01    3.68190984e-01
1204     2.55858589e+05    3.77521806e-01    3.68190916e-01
1205     2.57039578e+05    3.77521734e-01    3.68190847e-01
1206     2.58226019e+05    3.77521661e-01    3.68190778e-01
1207     2.59417936e+05    3.77521587e-01    3.68190708e-01
1208     2.60615355e+05    3.77521513e-01    3.68190638e-01
1209     2.61818301e+05    3.77521438e-01    3.68190567e-01
1210     2.63026799e+05    3.77521363e-01    3.68190495e-01
1211     2.64240876e+05    3.77521287e-01    3.68190423e-01
1212     2.65460556e+05    3.77521210e-01    3.68190350e-01
1213     2.66685866e+05    3.77521132e-01    3.68190276e-01
1214     2.67916832e+05    3.77521054e-01    3.68190202e-01
1215     2.69153480e+05    3.77520975e-01    3.68190127e-01
1216     2.70395836e+05    3.77520895e-01    3.68190051e-01
1217     2.71643927e+05    3.77520814e-01    3.68189974e-01
1218     2.72897778e+05    3.77520733e-01    3.68189897e-01
1219     2.74157417e+05    3.77520651e-01    3.68189819e-01
1220     2.75422870e+05    3.77520568e-01    3.68189741e-01
1221     2.76694165e+05    3.77520484e-01    3.68189661e-01
1222     2.77971327e+05    3.77520400e-01    3.68189581e-01
