Index       FREQ            VM(FIRST)         VM(GATE)           VM(FBK)          VM(DRAIN)          VM(F2)         VM(OUT2_HI_N)  
1328     4.52897580e+05    1.94660802e+00    5.26457425e-02    1.95614007e+00    5.50653334e-03    1.94662076e+00    2.20250841e+00
1329     4.54988060e+05    1.94634227e+00    5.28812530e-02    1.95587303e+00    5.53074387e-03    1.94635518e+00    2.20220784e+00
1330     4.57088190e+05    1.94607418e+00    5.31177550e-02    1.95560362e+00    5.55505812e-03    1.94608726e+00    2.20190461e+00
1331     4.59198013e+05    1.94580371e+00    5.33552520e-02    1.95533183e+00    5.57947643e-03    1.94581696e+00    2.20159869e+00
1332     4.61317575e+05    1.94553086e+00    5.35937472e-02    1.95505765e+00    5.60399914e-03    1.94554428e+00    2.20129007e+00
1333     4.63446920e+05    1.94525560e+00    5.38332438e-02    1.95478104e+00    5.62862659e-03    1.94526918e+00    2.20097872e+00
1334     4.65586094e+05    1.94497791e+00    5.40737453e-02    1.95450198e+00    5.65335910e-03    1.94499166e+00    2.20066462e+00
1335     4.67735141e+05    1.94469777e+00    5.43152548e-02    1.95422047e+00    5.67819702e-03    1.94471168e+00    2.20034775e+00
1336     4.69894109e+05    1.94441516e+00    5.45577756e-02    1.95393648e+00    5.70314068e-03    1.94442923e+00    2.20002807e+00
1337     4.72063041e+05    1.94413005e+00    5.48013110e-02    1.95364998e+00    5.72819041e-03    1.94414428e+00    2.19970558e+00
1338     4.74241985e+05    1.94384244e+00    5.50458644e-02    1.95336096e+00    5.75334655e-03    1.94385683e+00    2.19938024e+00
1339     4.76430987e+05    1.94355229e+00    5.52914389e-02    1.95306939e+00    5.77860945e-03    1.94356684e+00    2.19905203e+00
1340     4.78630092e+05    1.94325959e+00    5.55380379e-02    1.95277525e+00    5.80397942e-03    1.94327429e+00    2.19872094e+00
1341     4.80839348e+05    1.94296431e+00    5.57856646e-02    1.95247853e+00    5.82945680e-03    1.94297917e+00    2.19838692e+00
1342     4.83058802e+05    1.94266644e+00    5.60343223e-02    1.95217920e+00    5.85504194e-03    1.94268144e+00    2.19804996e+00
1343     4.85288500e+05    1.94236595e+00    5.62840142e-02    1.95187724e+00    5.88073515e-03    1.94238110e+00    2.19771004e+00
1344     4.87528490e+05    1.94206282e+00    5.65347436e-02    1.95157262e+00    5.90653678e-03    1.94207812e+00    2.19736713e+00
1345     4.89778819e+05    1.94175702e+00    5.67865138e-02    1.95126533e+00    5.93244716e-03    1.94177247e+00    2.19702121e+00
1346     4.92039536e+05    1.94144855e+00    5.70393280e-02    1.95095534e+00    5.95846662e-03    1.94146414e+00    2.19667224e+00
1347     4.94310687e+05    1.94113736e+00    5.72931895e-02    1.95064263e+00    5.98459549e-03    1.94115310e+00    2.19632021e+00
1348     4.96592321e+05    1.94082345e+00    5.75481015e-02    1.95032718e+00    6.01083410e-03    1.94083933e+00    2.19596509e+00
1349     4.98884487e+05    1.94050678e+00    5.78040672e-02    1.95000897e+00    6.03718279e-03    1.94052281e+00    2.19560686e+00
1350     5.01187234e+05    1.94018735e+00    5.80610899e-02    1.94968797e+00    6.06364188e-03    1.94020351e+00    2.19524548e+00
1351     5.03500609e+05    1.93986511e+00    5.83191728e-02    1.94936415e+00    6.09021170e-03    1.93988141e+00    2.19488093e+00
1352     5.05824662e+05    1.93954005e+00    5.85783191e-02    1.94903750e+00    6.11689259e-03    1.93955649e+00    2.19451320e+00
1353     5.08159443e+05    1.93921215e+00    5.88385320e-02    1.94870800e+00    6.14368487e-03    1.93922873e+00    2.19414224e+00
1354     5.10505000e+05    1.93888139e+00    5.90998148e-02    1.94837561e+00    6.17058887e-03    1.93889810e+00    2.19376804e+00
1355     5.12861384e+05    1.93854773e+00    5.93621706e-02    1.94804032e+00    6.19760492e-03    1.93856458e+00    2.19339056e+00
1356     5.15228645e+05    1.93821116e+00    5.96256026e-02    1.94770211e+00    6.22473334e-03    1.93822814e+00    2.19300979e+00
1357     5.17606832e+05    1.93787165e+00    5.98901141e-02    1.94736093e+00    6.25197446e-03    1.93788876e+00    2.19262568e+00
1358     5.19995997e+05    1.93752918e+00    6.01557082e-02    1.94701679e+00    6.27932860e-03    1.93754642e+00    2.19223823e+00
1359     5.22396189e+05    1.93718373e+00    6.04223881e-02    1.94666964e+00    6.30679609e-03    1.93720109e+00    2.19184739e+00
1360     5.24807460e+05    1.93683526e+00    6.06901570e-02    1.94631947e+00    6.33437725e-03    1.93685275e+00    2.19145314e+00
1361     5.27229861e+05    1.93648376e+00    6.09590179e-02    1.94596624e+00    6.36207241e-03    1.93650137e+00    2.19105546e+00
1362     5.29663444e+05    1.93612920e+00    6.12289741e-02    1.94560994e+00    6.38988188e-03    1.93614694e+00    2.19065432e+00
1363     5.32108259e+05    1.93577155e+00    6.15000288e-02    1.94525055e+00    6.41780599e-03    1.93578941e+00    2.19024968e+00
1364     5.34564359e+05    1.93541079e+00    6.17721849e-02    1.94488802e+00    6.44584505e-03    1.93542878e+00    2.18984151e+00
1365     5.37031796e+05    1.93504690e+00    6.20454457e-02    1.94452235e+00    6.47399939e-03    1.93506501e+00    2.18942980e+00
1366     5.39510623e+05    1.93467985e+00    6.23198142e-02    1.94415350e+00    6.50226933e-03    1.93469807e+00    2.18901451e+00
1367     5.42000890e+05    1.93430961e+00    6.25952937e-02    1.94378145e+00    6.53065517e-03    1.93432795e+00    2.18859562e+00
1368     5.44502653e+05    1.93393616e+00    6.28718871e-02    1.94340617e+00    6.55915724e-03    1.93395462e+00    2.18817308e+00
1369     5.47015963e+05    1.93355947e+00    6.31495975e-02    1.94302763e+00    6.58777585e-03    1.93357805e+00    2.18774689e+00
1370     5.49540874e+05    1.93317952e+00    6.34284280e-02    1.94264582e+00    6.61651131e-03    1.93319821e+00    2.18731699e+00
1371     5.52077439e+05    1.93279627e+00    6.37083817e-02    1.94226070e+00    6.64536393e-03    1.93281508e+00    2.18688337e+00
1372     5.54625713e+05    1.93240971e+00    6.39894617e-02    1.94187225e+00    6.67433404e-03    1.93242863e+00    2.18644599e+00
1373     5.57185749e+05    1.93201981e+00    6.42716709e-02    1.94148043e+00    6.70342193e-03    1.93203884e+00    2.18600483e+00
1374     5.59757601e+05    1.93162654e+00    6.45550123e-02    1.94108523e+00    6.73262791e-03    1.93164568e+00    2.18555986e+00
1375     5.62341325e+05    1.93122987e+00    6.48394891e-02    1.94068662e+00    6.76195230e-03    1.93124911e+00    2.18511103e+00
1376     5.64936975e+05    1.93082977e+00    6.51251041e-02    1.94028456e+00    6.79139540e-03    1.93084913e+00    2.18465833e+00
1377     5.67544605e+05    1.93042622e+00    6.54118604e-02    1.93987904e+00    6.82095750e-03    1.93044568e+00    2.18420172e+00
1378     5.70164272e+05    1.93001919e+00    6.56997610e-02    1.93947002e+00    6.85063893e-03    1.93003876e+00    2.18374118e+00
1379     5.72796031e+05    1.92960866e+00    6.59888087e-02    1.93905747e+00    6.88043997e-03    1.92962833e+00    2.18327666e+00
1380     5.75439937e+05    1.92919459e+00    6.62790066e-02    1.93864138e+00    6.91036092e-03    1.92921437e+00    2.18280814e+00
1381     5.78096047e+05    1.92877696e+00    6.65703576e-02    1.93822170e+00    6.94040210e-03    1.92879684e+00    2.18233558e+00
1382     5.80764418e+05    1.92835573e+00    6.68628646e-02    1.93779841e+00    6.97056378e-03    1.92837571e+00    2.18185896e+00
1383     5.83445104e+05    1.92793089e+00    6.71565304e-02    1.93737149e+00    7.00084628e-03    1.92795097e+00    2.18137824e+00
1384     5.86138165e+05    1.92750239e+00    6.74513580e-02    1.93694089e+00    7.03124987e-03    1.92752257e+00    2.18089339e+00
1385     5.88843655e+05    1.92707022e+00    6.77473502e-02    1.93650661e+00    7.06177486e-03    1.92709050e+00    2.18040438e+00
1386     5.91561634e+05    1.92663435e+00    6.80445099e-02    1.93606859e+00    7.09242153e-03    1.92665472e+00    2.17991117e+00
1387     5.94292159e+05    1.92619473e+00    6.83428398e-02    1.93562683e+00    7.12319017e-03    1.92621520e+00    2.17941373e+00
1388     5.97035287e+05    1.92575136e+00    6.86423429e-02    1.93518128e+00    7.15408107e-03    1.92577192e+00    2.17891203e+00
1389     5.99791076e+05    1.92530418e+00    6.89430220e-02    1.93473192e+00    7.18509452e-03    1.92532484e+00    2.17840603e+00
1390     6.02559586e+05    1.92485319e+00    6.92448797e-02    1.93427871e+00    7.21623079e-03    1.92487394e+00    2.17789570e+00
1391     6.05340875e+05    1.92439834e+00    6.95479188e-02    1.93382163e+00    7.24749017e-03    1.92441918e+00    2.17738101e+00
1392     6.08135001e+05    1.92393960e+00    6.98521421e-02    1.93336065e+00    7.27887293e-03    1.92396054e+00    2.17686193e+00
1393     6.10942025e+05    1.92347695e+00    7.01575524e-02    1.93289573e+00    7.31037936e-03    1.92349798e+00    2.17633841e+00
1394     6.13762005e+05    1.92301035e+00    7.04641522e-02    1.93242685e+00    7.34200972e-03    1.92303147e+00    2.17581042e+00
1395     6.16595002e+05    1.92253978e+00    7.07719444e-02    1.93195398e+00    7.37376429e-03    1.92256099e+00    2.17527794e+00
1396     6.19441075e+05    1.92206520e+00    7.10809315e-02    1.93147707e+00    7.40564335e-03    1.92208650e+00    2.17474091e+00
1397     6.22300285e+05    1.92158659e+00    7.13911161e-02    1.93099611e+00    7.43764715e-03    1.92160797e+00    2.17419932e+00
1398     6.25172693e+05    1.92110390e+00    7.17025010e-02    1.93051106e+00    7.46977596e-03    1.92112537e+00    2.17365312e+00
1399     6.28058359e+05    1.92061712e+00    7.20150886e-02    1.93002189e+00    7.50203005e-03    1.92063867e+00    2.17310228e+00
1400     6.30957344e+05    1.92012620e+00    7.23288817e-02    1.92952857e+00    7.53440969e-03    1.92014783e+00    2.17254676e+00
1401     6.33869711e+05    1.91963112e+00    7.26438826e-02    1.92903106e+00    7.56691512e-03    1.91965283e+00    2.17198653e+00
1402     6.36795521e+05    1.91913184e+00    7.29600939e-02    1.92852934e+00    7.59954660e-03    1.91915364e+00    2.17142154e+00
1403     6.39734835e+05    1.91862834e+00    7.32775182e-02    1.92802337e+00    7.63230439e-03    1.91865021e+00    2.17085177e+00
1404     6.42687717e+05    1.91812057e+00    7.35961579e-02    1.92751312e+00    7.66518874e-03    1.91814253e+00    2.17027718e+00
1405     6.45654229e+05    1.91760851e+00    7.39160155e-02    1.92699855e+00    7.69819990e-03    1.91763055e+00    2.16969773e+00
1406     6.48634434e+05    1.91709213e+00    7.42370934e-02    1.92647964e+00    7.73133812e-03    1.91711424e+00    2.16911338e+00
1407     6.51628394e+05    1.91657138e+00    7.45593939e-02    1.92595634e+00    7.76460363e-03    1.91659358e+00    2.16852410e+00
1408     6.54636174e+05    1.91604625e+00    7.48829195e-02    1.92542864e+00    7.79799668e-03    1.91606852e+00    2.16792984e+00
1409     6.57657837e+05    1.91551669e+00    7.52076725e-02    1.92489648e+00    7.83151750e-03    1.91553903e+00    2.16733058e+00
1410     6.60693448e+05    1.91498267e+00    7.55336552e-02    1.92435985e+00    7.86516634e-03    1.91500509e+00    2.16672627e+00
1411     6.63743070e+05    1.91444416e+00    7.58608700e-02    1.92381870e+00    7.89894342e-03    1.91446665e+00    2.16611687e+00
1412     6.66806769e+05    1.91390112e+00    7.61893190e-02    1.92327300e+00    7.93284897e-03    1.91392369e+00    2.16550236e+00
1413     6.69884609e+05    1.91335353e+00    7.65190046e-02    1.92272273e+00    7.96688322e-03    1.91337617e+00    2.16488267e+00
1414     6.72976656e+05    1.91280134e+00    7.68499288e-02    1.92216783e+00    8.00104638e-03    1.91282405e+00    2.16425779e+00
1415     6.76082975e+05    1.91224452e+00    7.71820940e-02    1.92160828e+00    8.03533869e-03    1.91226730e+00    2.16362767e+00
1416     6.79203633e+05    1.91168304e+00    7.75155022e-02    1.92104405e+00    8.06976036e-03    1.91170589e+00    2.16299227e+00
1417     6.82338694e+05    1.91111686e+00    7.78501555e-02    1.92047510e+00    8.10431160e-03    1.91113978e+00    2.16235155e+00
1418     6.85488226e+05    1.91054594e+00    7.81860561e-02    1.91990139e+00    8.13899262e-03    1.91056893e+00    2.16170548e+00
1419     6.88652296e+05    1.90997026e+00    7.85232060e-02    1.91932289e+00    8.17380363e-03    1.90999332e+00    2.16105400e+00
1420     6.91830971e+05    1.90938977e+00    7.88616071e-02    1.91873956e+00    8.20874482e-03    1.90941290e+00    2.16039709e+00
1421     6.95024318e+05    1.90880445e+00    7.92012616e-02    1.91815137e+00    8.24381641e-03    1.90882764e+00    2.15973470e+00
1422     6.98232404e+05    1.90821425e+00    7.95421713e-02    1.91755827e+00    8.27901859e-03    1.90823750e+00    2.15906679e+00
1423     7.01455298e+05    1.90761914e+00    7.98843381e-02    1.91696025e+00    8.31435155e-03    1.90764246e+00    2.15839333e+00
1424     7.04693069e+05    1.90701908e+00    8.02277640e-02    1.91635725e+00    8.34981547e-03    1.90704247e+00    2.15771426e+00
1425     7.07945784e+05    1.90641404e+00    8.05724508e-02    1.91574925e+00    8.38541056e-03    1.90643749e+00    2.15702956e+00
1426     7.11213514e+05    1.90580398e+00    8.09184002e-02    1.91513620e+00    8.42113697e-03    1.90582749e+00    2.15633917e+00
1427     7.14496326e+05    1.90518887e+00    8.12656142e-02    1.91451808e+00    8.45699491e-03    1.90521244e+00    2.15564306e+00
1428     7.17794291e+05    1.90456866e+00    8.16140943e-02    1.91389483e+00    8.49298453e-03    1.90459229e+00    2.15494118e+00
1429     7.21107479e+05    1.90394332e+00    8.19638423e-02    1.91326643e+00    8.52910601e-03    1.90396701e+00    2.15423350e+00
1430     7.24435960e+05    1.90331282e+00    8.23148599e-02    1.91263283e+00    8.56535952e-03    1.90333657e+00    2.15351997e+00
1431     7.27779805e+05    1.90267711e+00    8.26671487e-02    1.91199401e+00    8.60174522e-03    1.90270092e+00    2.15280054e+00
1432     7.31139083e+05    1.90203616e+00    8.30207103e-02    1.91134992e+00    8.63826326e-03    1.90206002e+00    2.15207519e+00
1433     7.34513868e+05    1.90138993e+00    8.33755462e-02    1.91070053e+00    8.67491380e-03    1.90141385e+00    2.15134385e+00
1434     7.37904230e+05    1.90073838e+00    8.37316579e-02    1.91004579e+00    8.71169699e-03    1.90076236e+00    2.15060650e+00
1435     7.41310241e+05    1.90008148e+00    8.40890469e-02    1.90938567e+00    8.74861298e-03    1.90010551e+00    2.14986309e+00
1436     7.44731974e+05    1.89941918e+00    8.44477146e-02    1.90872012e+00    8.78566190e-03    1.89944327e+00    2.14911357e+00
1437     7.48169501e+05    1.89875145e+00    8.48076624e-02    1.90804912e+00    8.82284389e-03    1.89877560e+00    2.14835790e+00
1438     7.51622894e+05    1.89807825e+00    8.51688916e-02    1.90737263e+00    8.86015909e-03    1.89810245e+00    2.14759604e+00
1439     7.55092228e+05    1.89739954e+00    8.55314035e-02    1.90669059e+00    8.89760762e-03    1.89742379e+00    2.14682795e+00
1440     7.58577575e+05    1.89671529e+00    8.58951994e-02    1.90600299e+00    8.93518961e-03    1.89673959e+00    2.14605357e+00
1441     7.62079010e+05    1.89602544e+00    8.62602804e-02    1.90530976e+00    8.97290517e-03    1.89604980e+00    2.14527287e+00
1442     7.65596607e+05    1.89532997e+00    8.66266478e-02    1.90461088e+00    9.01075441e-03    1.89535438e+00    2.14448580e+00
1443     7.69130440e+05    1.89462884e+00    8.69943026e-02    1.90390631e+00    9.04873745e-03    1.89465329e+00    2.14369231e+00
1444     7.72680585e+05    1.89392199e+00    8.73632458e-02    1.90319601e+00    9.08685439e-03    1.89394650e+00    2.14289237e+00
1445     7.76247117e+05    1.89320941e+00    8.77334786e-02    1.90247993e+00    9.12510533e-03    1.89323396e+00    2.14208593e+00
1446     7.79830111e+05    1.89249103e+00    8.81050019e-02    1.90175804e+00    9.16349036e-03    1.89251563e+00    2.14127293e+00
1447     7.83429643e+05    1.89176684e+00    8.84778166e-02    1.90103029e+00    9.20200957e-03    1.89179149e+00    2.14045335e+00
1448     7.87045790e+05    1.89103677e+00    8.88519235e-02    1.90029666e+00    9.24066304e-03    1.89106147e+00    2.13962712e+00
1449     7.90678628e+05    1.89030081e+00    8.92273236e-02    1.89955708e+00    9.27945086e-03    1.89032555e+00    2.13879421e+00
1450     7.94328235e+05    1.88955889e+00    8.96040175e-02    1.89881153e+00    9.31837309e-03    1.88958368e+00    2.13795457e+00
1451     7.97994687e+05    1.88881099e+00    8.99820060e-02    1.89805997e+00    9.35742981e-03    1.88883582e+00    2.13710815e+00
1452     8.01678063e+05    1.88805706e+00    9.03612897e-02    1.89730235e+00    9.39662107e-03    1.88808194e+00    2.13625491e+00
1453     8.05378441e+05    1.88729706e+00    9.07418693e-02    1.89653862e+00    9.43594693e-03    1.88732198e+00    2.13539480e+00
1454     8.09095899e+05    1.88653095e+00    9.11237454e-02    1.89576876e+00    9.47540745e-03    1.88655592e+00    2.13452777e+00
1455     8.12830516e+05    1.88575870e+00    9.15069184e-02    1.89499272e+00    9.51500267e-03    1.88578370e+00    2.13365378e+00
1456     8.16582371e+05    1.88498024e+00    9.18913888e-02    1.89421046e+00    9.55473263e-03    1.88500529e+00    2.13277278e+00
1457     8.20351544e+05    1.88419556e+00    9.22771570e-02    1.89342193e+00    9.59459736e-03    1.88422065e+00    2.13188473e+00
1458     8.24138115e+05    1.88340460e+00    9.26642233e-02    1.89262709e+00    9.63459689e-03    1.88342973e+00    2.13098957e+00
1459     8.27942164e+05    1.88260732e+00    9.30525880e-02    1.89182591e+00    9.67473125e-03    1.88263249e+00    2.13008726e+00
1460     8.31763771e+05    1.88180368e+00    9.34422514e-02    1.89101833e+00    9.71500045e-03    1.88182889e+00    2.12917775e+00
1461     8.35603018e+05    1.88099364e+00    9.38332137e-02    1.89020432e+00    9.75540450e-03    1.88101889e+00    2.12826100e+00
1462     8.39459987e+05    1.88017715e+00    9.42254748e-02    1.88938384e+00    9.79594340e-03    1.88020244e+00    2.12733695e+00
1463     8.43334758e+05    1.87935418e+00    9.46190350e-02    1.88855683e+00    9.83661716e-03    1.87937951e+00    2.12640556e+00
1464     8.47227414e+05    1.87852468e+00    9.50138941e-02    1.88772327e+00    9.87742577e-03    1.87855004e+00    2.12546678e+00
1465     8.51138038e+05    1.87768861e+00    9.54100522e-02    1.88688310e+00    9.91836920e-03    1.87771401e+00    2.12452056e+00
1466     8.55066713e+05    1.87684592e+00    9.58075090e-02    1.88603629e+00    9.95944744e-03    1.87687136e+00    2.12356685e+00
1467     8.59013522e+05    1.87599658e+00    9.62062644e-02    1.88518279e+00    1.00006605e-02    1.87602205e+00    2.12260561e+00
1468     8.62978548e+05    1.87514054e+00    9.66063182e-02    1.88432255e+00    1.00420082e-02    1.87516604e+00    2.12163678e+00
1469     8.66961876e+05    1.87427775e+00    9.70076700e-02    1.88345553e+00    1.00834907e-02    1.87430329e+00    2.12066032e+00
1470     8.70963590e+05    1.87340818e+00    9.74103194e-02    1.88258170e+00    1.01251079e-02    1.87343375e+00    2.11967618e+00
1471     8.74983775e+05    1.87253177e+00    9.78142660e-02    1.88170100e+00    1.01668596e-02    1.87255738e+00    2.11868431e+00
1472     8.79022517e+05    1.87164849e+00    9.82195094e-02    1.88081340e+00    1.02087459e-02    1.87167413e+00    2.11768465e+00
1473     8.83079900e+05    1.87075830e+00    9.86260488e-02    1.87991884e+00    1.02507667e-02    1.87078397e+00    2.11667717e+00
1474     8.87156012e+05    1.86986114e+00    9.90338837e-02    1.87901729e+00    1.02929218e-02    1.86988685e+00    2.11566181e+00
1475     8.91250938e+05    1.86895699e+00    9.94430133e-02    1.87810871e+00    1.03352113e-02    1.86898272e+00    2.11463852e+00
1476     8.95364766e+05    1.86804578e+00    9.98534369e-02    1.87719303e+00    1.03776350e-02    1.86807154e+00    2.11360726e+00
1477     8.99497582e+05    1.86712748e+00    1.00265154e-01    1.87627023e+00    1.04201929e-02    1.86715327e+00    2.11256796e+00
1478     9.03649474e+05    1.86620204e+00    1.00678162e-01    1.87534026e+00    1.04628848e-02    1.86622786e+00    2.11152059e+00
1479     9.07820530e+05    1.86526942e+00    1.01092463e-01    1.87440308e+00    1.05057106e-02    1.86529528e+00    2.11046509e+00
1480     9.12010839e+05    1.86432958e+00    1.01508053e-01    1.87345863e+00    1.05486702e-02    1.86435546e+00    2.10940141e+00
1481     9.16220490e+05    1.86338247e+00    1.01924932e-01    1.87250688e+00    1.05917634e-02    1.86340838e+00    2.10832950e+00
1482     9.20449572e+05    1.86242804e+00    1.02343099e-01    1.87154778e+00    1.06349903e-02    1.86245398e+00    2.10724932e+00
1483     9.24698174e+05    1.86146626e+00    1.02762553e-01    1.87058129e+00    1.06783505e-02    1.86149222e+00    2.10616081e+00
1484     9.28966387e+05    1.86049708e+00    1.03183291e-01    1.86960735e+00    1.07218439e-02    1.86052307e+00    2.10506392e+00
1485     9.33254301e+05    1.85952044e+00    1.03605314e-01    1.86862594e+00    1.07654705e-02    1.85954646e+00    2.10395859e+00
1486     9.37562007e+05    1.85853632e+00    1.04028619e-01    1.86763699e+00    1.08092300e-02    1.85856236e+00    2.10284479e+00
1487     9.41889597e+05    1.85754466e+00    1.04453204e-01    1.86664047e+00    1.08531222e-02    1.85757072e+00    2.10172246e+00
1488     9.46237161e+05    1.85654542e+00    1.04879068e-01    1.86563634e+00    1.08971470e-02    1.85657151e+00    2.10059155e+00
1489     9.50604794e+05    1.85553855e+00    1.05306210e-01    1.86462454e+00    1.09413042e-02    1.85556466e+00    2.09945200e+00
1490     9.54992586e+05    1.85452401e+00    1.05734627e-01    1.86360503e+00    1.09855936e-02    1.85455015e+00    2.09830378e+00
1491     9.59400632e+05    1.85350176e+00    1.06164317e-01    1.86257777e+00    1.10300149e-02    1.85352792e+00    2.09714682e+00
1492     9.63829024e+05    1.85247174e+00    1.06595280e-01    1.86154270e+00    1.10745681e-02    1.85249792e+00    2.09598107e+00
1493     9.68277856e+05    1.85143392e+00    1.07027511e-01    1.86049980e+00    1.11192527e-02    1.85146012e+00    2.09480649e+00
1494     9.72747224e+05    1.85038825e+00    1.07461010e-01    1.85944900e+00    1.11640687e-02    1.85041447e+00    2.09362302e+00
1495     9.77237221e+05    1.84933468e+00    1.07895774e-01    1.85839027e+00    1.12090158e-02    1.84936092e+00    2.09243062e+00
1496     9.81747943e+05    1.84827317e+00    1.08331802e-01    1.85732356e+00    1.12540937e-02    1.84829943e+00    2.09122922e+00
1497     9.86279486e+05    1.84720367e+00    1.08769089e-01    1.85624883e+00    1.12993021e-02    1.84722996e+00    2.09001879e+00
1498     9.90831945e+05    1.84612614e+00    1.09207635e-01    1.85516602e+00    1.13446409e-02    1.84615245e+00    2.08879926e+00
1499     9.95405417e+05    1.84504054e+00    1.09647436e-01    1.85407510e+00    1.13901097e-02    1.84506686e+00    2.08757060e+00
1500     1.00000000e+06    1.84394681e+00    1.10088490e-01    1.85297601e+00    1.14357082e-02    1.84397315e+00    2.08633274e+00
1501     1.00461579e+06    1.84284492e+00    1.10530794e-01    1.85186872e+00    1.14814362e-02    1.84287128e+00    2.08508564e+00
1502     1.00925289e+06    1.84173481e+00    1.10974345e-01    1.85075318e+00    1.15272934e-02    1.84176119e+00    2.08382924e+00
1503     1.01391139e+06    1.84061645e+00    1.11419141e-01    1.84962934e+00    1.15732794e-02    1.84064285e+00    2.08256349e+00
1504     1.01859139e+06    1.83948979e+00    1.11865178e-01    1.84849715e+00    1.16193939e-02    1.83951620e+00    2.08128835e+00
1505     1.02329299e+06    1.83835478e+00    1.12312454e-01    1.84735658e+00    1.16656366e-02    1.83838120e+00    2.08000376e+00
1506     1.02801630e+06    1.83721137e+00    1.12760964e-01    1.84620758e+00    1.17120071e-02    1.83723782e+00    2.07870967e+00
1507     1.03276141e+06    1.83605953e+00    1.13210707e-01    1.84505009e+00    1.17585052e-02    1.83608599e+00    2.07740603e+00
1508     1.03752842e+06    1.83489921e+00    1.13661678e-01    1.84388408e+00    1.18051304e-02    1.83492568e+00    2.07609279e+00
1509     1.04231743e+06    1.83373035e+00    1.14113875e-01    1.84270951e+00    1.18518824e-02    1.83375684e+00    2.07476990e+00
1510     1.04712855e+06    1.83255293e+00    1.14567293e-01    1.84152631e+00    1.18987609e-02    1.83257943e+00    2.07343730e+00
1511     1.05196187e+06    1.83136689e+00    1.15021929e-01    1.84033446e+00    1.19457653e-02    1.83139340e+00    2.07209495e+00
1512     1.05681751e+06    1.83017218e+00    1.15477779e-01    1.83913390e+00    1.19928954e-02    1.83019871e+00    2.07074279e+00
1513     1.06169556e+06    1.82896877e+00    1.15934840e-01    1.83792460e+00    1.20401506e-02    1.82899531e+00    2.06938078e+00
1514     1.06659612e+06    1.82775661e+00    1.16393108e-01    1.83670650e+00    1.20875307e-02    1.82778316e+00    2.06800886e+00
1515     1.07151931e+06    1.82653565e+00    1.16852578e-01    1.83547955e+00    1.21350352e-02    1.82656221e+00    2.06662699e+00
1516     1.07646521e+06    1.82530585e+00    1.17313247e-01    1.83424373e+00    1.21826636e-02    1.82533242e+00    2.06523511e+00
1517     1.08143395e+06    1.82406716e+00    1.17775110e-01    1.83299897e+00    1.22304155e-02    1.82409375e+00    2.06383317e+00
1518     1.08642562e+06    1.82281955e+00    1.18238163e-01    1.83174525e+00    1.22782905e-02    1.82284614e+00    2.06242112e+00
1519     1.09144034e+06    1.82156296e+00    1.18702402e-01    1.83048250e+00    1.23262880e-02    1.82158956e+00    2.06099892e+00
1520     1.09647820e+06    1.82029735e+00    1.19167822e-01    1.82921069e+00    1.23744077e-02    1.82032396e+00    2.05956651e+00
1521     1.10153931e+06    1.81902268e+00    1.19634419e-01    1.82792978e+00    1.24226489e-02    1.81904930e+00    2.05812384e+00
1522     1.10662378e+06    1.81773890e+00    1.20102188e-01    1.82663971e+00    1.24710113e-02    1.81776553e+00    2.05667086e+00
1523     1.11173173e+06    1.81644597e+00    1.20571124e-01    1.82534045e+00    1.25194943e-02    1.81647261e+00    2.05520753e+00
1524     1.11686325e+06    1.81514385e+00    1.21041222e-01    1.82403195e+00    1.25680973e-02    1.81517050e+00    2.05373379e+00
1525     1.12201845e+06    1.81383249e+00    1.21512477e-01    1.82271416e+00    1.26168200e-02    1.81385915e+00    2.05224959e+00
1526     1.12719746e+06    1.81251185e+00    1.21984885e-01    1.82138705e+00    1.26656616e-02    1.81253851e+00    2.05075489e+00
1527     1.13240036e+06    1.81118188e+00    1.22458440e-01    1.82005057e+00    1.27146218e-02    1.81120855e+00    2.04924963e+00
1528     1.13762729e+06    1.80984255e+00    1.22933137e-01    1.81870468e+00    1.27636998e-02    1.80986923e+00    2.04773377e+00
1529     1.14287833e+06    1.80849380e+00    1.23408970e-01    1.81734932e+00    1.28128953e-02    1.80852049e+00    2.04620725e+00
1530     1.14815362e+06    1.80713561e+00    1.23885934e-01    1.81598447e+00    1.28622074e-02    1.80716229e+00    2.04467004e+00
1531     1.15345326e+06    1.80576791e+00    1.24364024e-01    1.81461008e+00    1.29116358e-02    1.80579460e+00    2.04312208e+00
1532     1.15877736e+06    1.80439068e+00    1.24843233e-01    1.81322610e+00    1.29611797e-02    1.80441738e+00    2.04156332e+00
1533     1.16412603e+06    1.80300387e+00    1.25323556e-01    1.81183249e+00    1.30108386e-02    1.80303057e+00    2.03999372e+00
1534     1.16949939e+06    1.80160743e+00    1.25804987e-01    1.81042921e+00    1.30606118e-02    1.80163413e+00    2.03841322e+00
1535     1.17489755e+06    1.80020133e+00    1.26287520e-01    1.80901622e+00    1.31104987e-02    1.80022803e+00    2.03682178e+00
1536     1.18032064e+06    1.79878552e+00    1.26771149e-01    1.80759348e+00    1.31604986e-02    1.79881223e+00    2.03521936e+00
1537     1.18576875e+06    1.79735996e+00    1.27255868e-01    1.80616093e+00    1.32106110e-02    1.79738667e+00    2.03360590e+00
1538     1.19124201e+06    1.79592461e+00    1.27741670e-01    1.80471856e+00    1.32608350e-02    1.79595133e+00    2.03198136e+00
