Index       FREQ            VM(FIRST)         VM(GATE)           VM(FBK)          VM(DRAIN)          VM(F2)         VM(OUT2_HI_N)  
705      2.57039578e+04    1.97589664e+00    3.58016535e-03    1.98554287e+00    8.09465031e-04    1.96998020e+00    2.22894807e+00
706      2.58226019e+04    1.97589563e+00    3.59201344e-03    1.98554213e+00    8.10029435e-04    1.97003348e+00    2.22900836e+00
707      2.59417936e+04    1.97589461e+00    3.60393164e-03    1.98554137e+00    8.10598661e-04    1.97008627e+00    2.22906809e+00
708      2.60615355e+04    1.97589359e+00    3.61592026e-03    1.98554061e+00    8.11172746e-04    1.97013856e+00    2.22912725e+00
709      2.61818301e+04    1.97589256e+00    3.62797962e-03    1.98553983e+00    8.11751728e-04    1.97019036e+00    2.22918586e+00
710      2.63026799e+04    1.97589152e+00    3.64011002e-03    1.98553905e+00    8.12335647e-04    1.97024167e+00    2.22924392e+00
711      2.64240876e+04    1.97589048e+00    3.65231180e-03    1.98553825e+00    8.12924541e-04    1.97029250e+00    2.22930143e+00
712      2.65460556e+04    1.97588942e+00    3.66458525e-03    1.98553745e+00    8.13518450e-04    1.97034285e+00    2.22935839e+00
713      2.66685866e+04    1.97588836e+00    3.67693070e-03    1.98553664e+00    8.14117411e-04    1.97039273e+00    2.22941482e+00
714      2.67916832e+04    1.97588729e+00    3.68934848e-03    1.98553581e+00    8.14721466e-04    1.97044213e+00    2.22947072e+00
715      2.69153480e+04    1.97588622e+00    3.70183888e-03    1.98553498e+00    8.15330654e-04    1.97049107e+00    2.22952609e+00
716      2.70395836e+04    1.97588513e+00    3.71440225e-03    1.98553413e+00    8.15945015e-04    1.97053954e+00    2.22958093e+00
717      2.71643927e+04    1.97588404e+00    3.72703890e-03    1.98553327e+00    8.16564589e-04    1.97058755e+00    2.22963526e+00
718      2.72897778e+04    1.97588294e+00    3.73974914e-03    1.98553241e+00    8.17189417e-04    1.97063511e+00    2.22968907e+00
719      2.74157417e+04    1.97588183e+00    3.75253332e-03    1.98553153e+00    8.17819540e-04    1.97068222e+00    2.22974237e+00
720      2.75422870e+04    1.97588071e+00    3.76539175e-03    1.98553064e+00    8.18454999e-04    1.97072888e+00    2.22979517e+00
721      2.76694165e+04    1.97587959e+00    3.77832476e-03    1.98552974e+00    8.19095835e-04    1.97077510e+00    2.22984746e+00
722      2.77971327e+04    1.97587845e+00    3.79133267e-03    1.98552884e+00    8.19742091e-04    1.97082088e+00    2.22989926e+00
723      2.79254384e+04    1.97587731e+00    3.80441582e-03    1.98552792e+00    8.20393807e-04    1.97086622e+00    2.22995056e+00
724      2.80543364e+04    1.97587615e+00    3.81757453e-03    1.98552699e+00    8.21051026e-04    1.97091114e+00    2.23000138e+00
725      2.81838293e+04    1.97587499e+00    3.83080914e-03    1.98552604e+00    8.21713791e-04    1.97095562e+00    2.23005171e+00
726      2.83139200e+04    1.97587382e+00    3.84411997e-03    1.98552509e+00    8.22382144e-04    1.97099968e+00    2.23010156e+00
727      2.84446111e+04    1.97587264e+00    3.85750737e-03    1.98552413e+00    8.23056128e-04    1.97104332e+00    2.23015094e+00
728      2.85759054e+04    1.97587145e+00    3.87097166e-03    1.98552315e+00    8.23735787e-04    1.97108654e+00    2.23019984e+00
729      2.87078058e+04    1.97587025e+00    3.88451319e-03    1.98552216e+00    8.24421163e-04    1.97112935e+00    2.23024828e+00
730      2.88403150e+04    1.97586905e+00    3.89813228e-03    1.98552117e+00    8.25112302e-04    1.97117175e+00    2.23029625e+00
731      2.89734359e+04    1.97586783e+00    3.91182929e-03    1.98552016e+00    8.25809246e-04    1.97121374e+00    2.23034376e+00
732      2.91071712e+04    1.97586660e+00    3.92560453e-03    1.98551913e+00    8.26512040e-04    1.97125533e+00    2.23039081e+00
733      2.92415238e+04    1.97586537e+00    3.93945837e-03    1.98551810e+00    8.27220729e-04    1.97129652e+00    2.23043742e+00
734      2.93764965e+04    1.97586412e+00    3.95339113e-03    1.98551706e+00    8.27935358e-04    1.97133731e+00    2.23048357e+00
735      2.95120923e+04    1.97586286e+00    3.96740317e-03    1.98551600e+00    8.28655971e-04    1.97137771e+00    2.23052928e+00
736      2.96483139e+04    1.97586160e+00    3.98149482e-03    1.98551493e+00    8.29382614e-04    1.97141772e+00    2.23057455e+00
737      2.97851643e+04    1.97586032e+00    3.99566644e-03    1.98551385e+00    8.30115333e-04    1.97145735e+00    2.23061939e+00
738      2.99226464e+04    1.97585904e+00    4.00991837e-03    1.98551276e+00    8.30854174e-04    1.97149659e+00    2.23066379e+00
739      3.00607630e+04    1.97585774e+00    4.02425095e-03    1.98551165e+00    8.31599183e-04    1.97153545e+00    2.23070776e+00
740      3.01995172e+04    1.97585643e+00    4.03866454e-03    1.98551054e+00    8.32350406e-04    1.97157394e+00    2.23075131e+00
741      3.03389118e+04    1.97585511e+00    4.05315949e-03    1.98550941e+00    8.33107890e-04    1.97161205e+00    2.23079443e+00
742      3.04789499e+04    1.97585378e+00    4.06773616e-03    1.98550826e+00    8.33871683e-04    1.97164980e+00    2.23083713e+00
743      3.06196343e+04    1.97585245e+00    4.08239488e-03    1.98550711e+00    8.34641831e-04    1.97168717e+00    2.23087942e+00
744      3.07609681e+04    1.97585109e+00    4.09713603e-03    1.98550594e+00    8.35418382e-04    1.97172419e+00    2.23092130e+00
745      3.09029543e+04    1.97584973e+00    4.11195995e-03    1.98550476e+00    8.36201385e-04    1.97176084e+00    2.23096277e+00
746      3.10455959e+04    1.97584836e+00    4.12686701e-03    1.98550357e+00    8.36990886e-04    1.97179714e+00    2.23100384e+00
747      3.11888958e+04    1.97584698e+00    4.14185756e-03    1.98550236e+00    8.37786936e-04    1.97183308e+00    2.23104451e+00
748      3.13328572e+04    1.97584558e+00    4.15693196e-03    1.98550114e+00    8.38589582e-04    1.97186867e+00    2.23108477e+00
749      3.14774831e+04    1.97584418e+00    4.17209058e-03    1.98549991e+00    8.39398873e-04    1.97190391e+00    2.23112465e+00
750      3.16227766e+04    1.97584276e+00    4.18733377e-03    1.98549866e+00    8.40214859e-04    1.97193880e+00    2.23116413e+00
751      3.17687407e+04    1.97584133e+00    4.20266191e-03    1.98549741e+00    8.41037590e-04    1.97197336e+00    2.23120322e+00
752      3.19153786e+04    1.97583989e+00    4.21807536e-03    1.98549613e+00    8.41867115e-04    1.97200757e+00    2.23124193e+00
753      3.20626932e+04    1.97583843e+00    4.23357448e-03    1.98549485e+00    8.42703483e-04    1.97204144e+00    2.23128026e+00
754      3.22106879e+04    1.97583697e+00    4.24915965e-03    1.98549355e+00    8.43546747e-04    1.97207499e+00    2.23131821e+00
755      3.23593657e+04    1.97583549e+00    4.26483123e-03    1.98549223e+00    8.44396956e-04    1.97210820e+00    2.23135579e+00
756      3.25087297e+04    1.97583400e+00    4.28058960e-03    1.98549090e+00    8.45254162e-04    1.97214108e+00    2.23139299e+00
757      3.26587832e+04    1.97583249e+00    4.29643513e-03    1.98548956e+00    8.46118415e-04    1.97217363e+00    2.23142983e+00
758      3.28095293e+04    1.97583098e+00    4.31236820e-03    1.98548821e+00    8.46989768e-04    1.97220587e+00    2.23146630e+00
759      3.29609712e+04    1.97582945e+00    4.32838918e-03    1.98548683e+00    8.47868271e-04    1.97223778e+00    2.23150240e+00
760      3.31131121e+04    1.97582791e+00    4.34449844e-03    1.98548545e+00    8.48753978e-04    1.97226937e+00    2.23153815e+00
761      3.32659553e+04    1.97582635e+00    4.36069637e-03    1.98548405e+00    8.49646940e-04    1.97230065e+00    2.23157354e+00
762      3.34195040e+04    1.97582479e+00    4.37698336e-03    1.98548264e+00    8.50547211e-04    1.97233162e+00    2.23160858e+00
763      3.35737614e+04    1.97582321e+00    4.39335977e-03    1.98548121e+00    8.51454843e-04    1.97236228e+00    2.23164327e+00
764      3.37287309e+04    1.97582161e+00    4.40982600e-03    1.98547976e+00    8.52369890e-04    1.97239263e+00    2.23167761e+00
765      3.38844156e+04    1.97582001e+00    4.42638243e-03    1.98547830e+00    8.53292405e-04    1.97242267e+00    2.23171160e+00
766      3.40408190e+04    1.97581838e+00    4.44302944e-03    1.98547683e+00    8.54222442e-04    1.97245241e+00    2.23174525e+00
767      3.41979443e+04    1.97581675e+00    4.45976743e-03    1.98547534e+00    8.55160055e-04    1.97248186e+00    2.23177857e+00
768      3.43557948e+04    1.97581510e+00    4.47659679e-03    1.98547384e+00    8.56105299e-04    1.97251100e+00    2.23181154e+00
769      3.45143739e+04    1.97581344e+00    4.49351790e-03    1.98547232e+00    8.57058229e-04    1.97253985e+00    2.23184418e+00
770      3.46736850e+04    1.97581176e+00    4.51053116e-03    1.98547078e+00    8.58018898e-04    1.97256841e+00    2.23187649e+00
771      3.48337315e+04    1.97581007e+00    4.52763697e-03    1.98546923e+00    8.58987363e-04    1.97259668e+00    2.23190848e+00
772      3.49945167e+04    1.97580836e+00    4.54483572e-03    1.98546766e+00    8.59963680e-04    1.97262466e+00    2.23194014e+00
773      3.51560441e+04    1.97580664e+00    4.56212781e-03    1.98546608e+00    8.60947903e-04    1.97265235e+00    2.23197147e+00
774      3.53183170e+04    1.97580491e+00    4.57951364e-03    1.98546448e+00    8.61940090e-04    1.97267976e+00    2.23200248e+00
775      3.54813389e+04    1.97580316e+00    4.59699360e-03    1.98546286e+00    8.62940297e-04    1.97270689e+00    2.23203318e+00
776      3.56451133e+04    1.97580139e+00    4.61456811e-03    1.98546123e+00    8.63948580e-04    1.97273375e+00    2.23206356e+00
777      3.58096437e+04    1.97579961e+00    4.63223757e-03    1.98545958e+00    8.64964997e-04    1.97276032e+00    2.23209363e+00
778      3.59749335e+04    1.97579781e+00    4.65000238e-03    1.98545791e+00    8.65989605e-04    1.97278662e+00    2.23212339e+00
779      3.61409863e+04    1.97579600e+00    4.66786295e-03    1.98545623e+00    8.67022461e-04    1.97281265e+00    2.23215284e+00
780      3.63078055e+04    1.97579418e+00    4.68581970e-03    1.98545453e+00    8.68063623e-04    1.97283841e+00    2.23218198e+00
781      3.64753947e+04    1.97579233e+00    4.70387303e-03    1.98545281e+00    8.69113151e-04    1.97286390e+00    2.23221082e+00
782      3.66437575e+04    1.97579047e+00    4.72202335e-03    1.98545108e+00    8.70171101e-04    1.97288913e+00    2.23223937e+00
783      3.68128974e+04    1.97578860e+00    4.74027109e-03    1.98544933e+00    8.71237533e-04    1.97291409e+00    2.23226761e+00
784      3.69828180e+04    1.97578671e+00    4.75861665e-03    1.98544756e+00    8.72312507e-04    1.97293879e+00    2.23229556e+00
785      3.71535229e+04    1.97578480e+00    4.77706046e-03    1.98544577e+00    8.73396081e-04    1.97296323e+00    2.23232321e+00
786      3.73250158e+04    1.97578287e+00    4.79560293e-03    1.98544396e+00    8.74488314e-04    1.97298742e+00    2.23235058e+00
787      3.74973002e+04    1.97578093e+00    4.81424449e-03    1.98544214e+00    8.75589268e-04    1.97301135e+00    2.23237765e+00
788      3.76703799e+04    1.97577897e+00    4.83298557e-03    1.98544030e+00    8.76699002e-04    1.97303503e+00    2.23240444e+00
789      3.78442585e+04    1.97577700e+00    4.85182658e-03    1.98543844e+00    8.77817577e-04    1.97305845e+00    2.23243095e+00
790      3.80189396e+04    1.97577501e+00    4.87076795e-03    1.98543656e+00    8.78945054e-04    1.97308163e+00    2.23245717e+00
791      3.81944271e+04    1.97577300e+00    4.88981012e-03    1.98543467e+00    8.80081493e-04    1.97310456e+00    2.23248311e+00
792      3.83707245e+04    1.97577097e+00    4.90895351e-03    1.98543275e+00    8.81226956e-04    1.97312724e+00    2.23250878e+00
793      3.85478358e+04    1.97576892e+00    4.92819856e-03    1.98543082e+00    8.82381506e-04    1.97314968e+00    2.23253417e+00
794      3.87257645e+04    1.97576686e+00    4.94754570e-03    1.98542886e+00    8.83545203e-04    1.97317188e+00    2.23255928e+00
795      3.89045145e+04    1.97576478e+00    4.96699537e-03    1.98542689e+00    8.84718111e-04    1.97319384e+00    2.23258413e+00
796      3.90840896e+04    1.97576268e+00    4.98654801e-03    1.98542490e+00    8.85900291e-04    1.97321556e+00    2.23260870e+00
797      3.92644935e+04    1.97576056e+00    5.00620405e-03    1.98542288e+00    8.87091807e-04    1.97323705e+00    2.23263301e+00
798      3.94457302e+04    1.97575842e+00    5.02596394e-03    1.98542085e+00    8.88292722e-04    1.97325830e+00    2.23265706e+00
799      3.96278034e+04    1.97575626e+00    5.04582812e-03    1.98541880e+00    8.89503098e-04    1.97327932e+00    2.23268084e+00
800      3.98107171e+04    1.97575409e+00    5.06579705e-03    1.98541673e+00    8.90723002e-04    1.97330010e+00    2.23270436e+00
801      3.99944750e+04    1.97575189e+00    5.08587116e-03    1.98541463e+00    8.91952495e-04    1.97332066e+00    2.23272762e+00
802      4.01790811e+04    1.97574968e+00    5.10605090e-03    1.98541252e+00    8.93191642e-04    1.97334099e+00    2.23275062e+00
803      4.03645393e+04    1.97574745e+00    5.12633674e-03    1.98541039e+00    8.94440509e-04    1.97336110e+00    2.23277337e+00
804      4.05508535e+04    1.97574519e+00    5.14672911e-03    1.98540823e+00    8.95699159e-04    1.97338098e+00    2.23279586e+00
805      4.07380278e+04    1.97574292e+00    5.16722849e-03    1.98540605e+00    8.96967659e-04    1.97340064e+00    2.23281811e+00
806      4.09260660e+04    1.97574063e+00    5.18783532e-03    1.98540386e+00    8.98246073e-04    1.97342008e+00    2.23284010e+00
807      4.11149721e+04    1.97573831e+00    5.20855006e-03    1.98540164e+00    8.99534468e-04    1.97343930e+00    2.23286185e+00
808      4.13047502e+04    1.97573598e+00    5.22937318e-03    1.98539940e+00    9.00832909e-04    1.97345831e+00    2.23288335e+00
809      4.14954043e+04    1.97573362e+00    5.25030515e-03    1.98539714e+00    9.02141464e-04    1.97347709e+00    2.23290461e+00
810      4.16869383e+04    1.97573125e+00    5.27134642e-03    1.98539485e+00    9.03460197e-04    1.97349567e+00    2.23292562e+00
811      4.18793565e+04    1.97572885e+00    5.29249746e-03    1.98539254e+00    9.04789177e-04    1.97351403e+00    2.23294639e+00
812      4.20726628e+04    1.97572643e+00    5.31375875e-03    1.98539022e+00    9.06128471e-04    1.97353218e+00    2.23296693e+00
813      4.22668614e+04    1.97572399e+00    5.33513075e-03    1.98538786e+00    9.07478146e-04    1.97355012e+00    2.23298723e+00
814      4.24619564e+04    1.97572153e+00    5.35661395e-03    1.98538549e+00    9.08838270e-04    1.97356785e+00    2.23300729e+00
815      4.26579519e+04    1.97571904e+00    5.37820881e-03    1.98538309e+00    9.10208911e-04    1.97358537e+00    2.23302712e+00
816      4.28548520e+04    1.97571654e+00    5.39991582e-03    1.98538067e+00    9.11590138e-04    1.97360270e+00    2.23304671e+00
817      4.30526610e+04    1.97571401e+00    5.42173545e-03    1.98537823e+00    9.12982019e-04    1.97361981e+00    2.23306608e+00
818      4.32513831e+04    1.97571146e+00    5.44366819e-03    1.98537576e+00    9.14384622e-04    1.97363673e+00    2.23308522e+00
819      4.34510224e+04    1.97570888e+00    5.46571452e-03    1.98537327e+00    9.15798019e-04    1.97365344e+00    2.23310413e+00
820      4.36515832e+04    1.97570628e+00    5.48787493e-03    1.98537075e+00    9.17222277e-04    1.97366996e+00    2.23312281e+00
821      4.38530698e+04    1.97570366e+00    5.51014991e-03    1.98536821e+00    9.18657467e-04    1.97368627e+00    2.23314127e+00
822      4.40554864e+04    1.97570102e+00    5.53253995e-03    1.98536565e+00    9.20103659e-04    1.97370239e+00    2.23315951e+00
823      4.42588372e+04    1.97569835e+00    5.55504554e-03    1.98536306e+00    9.21560923e-04    1.97371832e+00    2.23317753e+00
824      4.44631267e+04    1.97569566e+00    5.57766718e-03    1.98536045e+00    9.23029330e-04    1.97373405e+00    2.23319533e+00
825      4.46683592e+04    1.97569294e+00    5.60040537e-03    1.98535781e+00    9.24508950e-04    1.97374959e+00    2.23321291e+00
826      4.48745390e+04    1.97569020e+00    5.62326060e-03    1.98535514e+00    9.25999856e-04    1.97376493e+00    2.23323027e+00
827      4.50816705e+04    1.97568744e+00    5.64623338e-03    1.98535245e+00    9.27502118e-04    1.97378009e+00    2.23324742e+00
828      4.52897580e+04    1.97568465e+00    5.66932421e-03    1.98534974e+00    9.29015809e-04    1.97379506e+00    2.23326436e+00
829      4.54988060e+04    1.97568183e+00    5.69253361e-03    1.98534699e+00    9.30541000e-04    1.97380984e+00    2.23328108e+00
830      4.57088190e+04    1.97567899e+00    5.71586207e-03    1.98534423e+00    9.32077764e-04    1.97382444e+00    2.23329759e+00
831      4.59198013e+04    1.97567613e+00    5.73931011e-03    1.98534143e+00    9.33626174e-04    1.97383885e+00    2.23331389e+00
832      4.61317575e+04    1.97567324e+00    5.76287824e-03    1.98533861e+00    9.35186301e-04    1.97385307e+00    2.23332999e+00
833      4.63446920e+04    1.97567032e+00    5.78656699e-03    1.98533576e+00    9.36758221e-04    1.97386711e+00    2.23334588e+00
834      4.65586094e+04    1.97566737e+00    5.81037686e-03    1.98533289e+00    9.38342007e-04    1.97388098e+00    2.23336156e+00
835      4.67735141e+04    1.97566440e+00    5.83430838e-03    1.98532998e+00    9.39937730e-04    1.97389466e+00    2.23337704e+00
836      4.69894109e+04    1.97566141e+00    5.85836207e-03    1.98532705e+00    9.41545467e-04    1.97390816e+00    2.23339232e+00
837      4.72063041e+04    1.97565838e+00    5.88253846e-03    1.98532409e+00    9.43165291e-04    1.97392149e+00    2.23340739e+00
838      4.74241985e+04    1.97565533e+00    5.90683807e-03    1.98532111e+00    9.44797277e-04    1.97393463e+00    2.23342227e+00
839      4.76430987e+04    1.97565225e+00    5.93126144e-03    1.98531809e+00    9.46441500e-04    1.97394761e+00    2.23343694e+00
840      4.78630092e+04    1.97564914e+00    5.95580910e-03    1.98531505e+00    9.48098035e-04    1.97396040e+00    2.23345142e+00
841      4.80839348e+04    1.97564601e+00    5.98048157e-03    1.98531197e+00    9.49766957e-04    1.97397303e+00    2.23346571e+00
842      4.83058802e+04    1.97564284e+00    6.00527941e-03    1.98530887e+00    9.51448343e-04    1.97398548e+00    2.23347979e+00
843      4.85288500e+04    1.97563965e+00    6.03020314e-03    1.98530574e+00    9.53142268e-04    1.97399776e+00    2.23349369e+00
844      4.87528490e+04    1.97563643e+00    6.05525332e-03    1.98530258e+00    9.54848808e-04    1.97400987e+00    2.23350739e+00
845      4.89778819e+04    1.97563318e+00    6.08043048e-03    1.98529939e+00    9.56568040e-04    1.97402181e+00    2.23352090e+00
846      4.92039536e+04    1.97562990e+00    6.10573517e-03    1.98529616e+00    9.58300042e-04    1.97403358e+00    2.23353421e+00
847      4.94310687e+04    1.97562659e+00    6.13116795e-03    1.98529291e+00    9.60044889e-04    1.97404519e+00    2.23354734e+00
848      4.96592321e+04    1.97562325e+00    6.15672936e-03    1.98528963e+00    9.61802659e-04    1.97405662e+00    2.23356028e+00
849      4.98884487e+04    1.97561988e+00    6.18241996e-03    1.98528631e+00    9.63573431e-04    1.97406790e+00    2.23357304e+00
850      5.01187234e+04    1.97561647e+00    6.20824031e-03    1.98528297e+00    9.65357281e-04    1.97407900e+00    2.23358560e+00
851      5.03500609e+04    1.97561304e+00    6.23419097e-03    1.98527959e+00    9.67154289e-04    1.97408995e+00    2.23359799e+00
852      5.05824662e+04    1.97560958e+00    6.26027249e-03    1.98527618e+00    9.68964532e-04    1.97410073e+00    2.23361018e+00
853      5.08159443e+04    1.97560608e+00    6.28648545e-03    1.98527274e+00    9.70788090e-04    1.97411135e+00    2.23362220e+00
854      5.10505000e+04    1.97560256e+00    6.31283041e-03    1.98526927e+00    9.72625041e-04    1.97412181e+00    2.23363403e+00
855      5.12861384e+04    1.97559900e+00    6.33930794e-03    1.98526576e+00    9.74475465e-04    1.97413211e+00    2.23364568e+00
856      5.15228645e+04    1.97559541e+00    6.36591861e-03    1.98526222e+00    9.76339440e-04    1.97414225e+00    2.23365715e+00
857      5.17606832e+04    1.97559179e+00    6.39266300e-03    1.98525864e+00    9.78217048e-04    1.97415223e+00    2.23366845e+00
858      5.19995997e+04    1.97558813e+00    6.41954170e-03    1.98525504e+00    9.80108368e-04    1.97416205e+00    2.23367956e+00
859      5.22396189e+04    1.97558444e+00    6.44655527e-03    1.98525139e+00    9.82013481e-04    1.97417172e+00    2.23369050e+00
860      5.24807460e+04    1.97558072e+00    6.47370430e-03    1.98524772e+00    9.83932466e-04    1.97418123e+00    2.23370126e+00
861      5.27229861e+04    1.97557696e+00    6.50098938e-03    1.98524401e+00    9.85865406e-04    1.97419059e+00    2.23371185e+00
862      5.29663444e+04    1.97557317e+00    6.52841109e-03    1.98524026e+00    9.87812381e-04    1.97419979e+00    2.23372226e+00
863      5.32108259e+04    1.97556934e+00    6.55597003e-03    1.98523648e+00    9.89773472e-04    1.97420884e+00    2.23373249e+00
864      5.34564359e+04    1.97556548e+00    6.58366679e-03    1.98523266e+00    9.91748762e-04    1.97421774e+00    2.23374256e+00
865      5.37031796e+04    1.97556158e+00    6.61150197e-03    1.98522881e+00    9.93738332e-04    1.97422648e+00    2.23375245e+00
866      5.39510623e+04    1.97555765e+00    6.63947616e-03    1.98522492e+00    9.95742265e-04    1.97423508e+00    2.23376217e+00
867      5.42000890e+04    1.97555369e+00    6.66758998e-03    1.98522100e+00    9.97760644e-04    1.97424352e+00    2.23377173e+00
868      5.44502653e+04    1.97554968e+00    6.69584402e-03    1.98521703e+00    9.99793549e-04    1.97425181e+00    2.23378111e+00
869      5.47015963e+04    1.97554564e+00    6.72423890e-03    1.98521303e+00    1.00184107e-03    1.97425996e+00    2.23379032e+00
870      5.49540874e+04    1.97554156e+00    6.75277521e-03    1.98520900e+00    1.00390328e-03    1.97426795e+00    2.23379937e+00
871      5.52077439e+04    1.97553745e+00    6.78145359e-03    1.98520492e+00    1.00598027e-03    1.97427580e+00    2.23380824e+00
872      5.54625713e+04    1.97553330e+00    6.81027463e-03    1.98520081e+00    1.00807212e-03    1.97428350e+00    2.23381696e+00
873      5.57185749e+04    1.97552911e+00    6.83923898e-03    1.98519666e+00    1.01017891e-03    1.97429105e+00    2.23382550e+00
874      5.59757601e+04    1.97552488e+00    6.86834723e-03    1.98519246e+00    1.01230074e-03    1.97429846e+00    2.23383388e+00
875      5.62341325e+04    1.97552061e+00    6.89760002e-03    1.98518823e+00    1.01443768e-03    1.97430573e+00    2.23384210e+00
876      5.64936975e+04    1.97551631e+00    6.92699798e-03    1.98518396e+00    1.01658982e-03    1.97431285e+00    2.23385016e+00
877      5.67544605e+04    1.97551196e+00    6.95654174e-03    1.98517965e+00    1.01875724e-03    1.97431982e+00    2.23385805e+00
878      5.70164272e+04    1.97550758e+00    6.98623193e-03    1.98517530e+00    1.02094004e-03    1.97432665e+00    2.23386577e+00
879      5.72796031e+04    1.97550315e+00    7.01606918e-03    1.98517091e+00    1.02313829e-03    1.97433334e+00    2.23387334e+00
880      5.75439937e+04    1.97549869e+00    7.04605415e-03    1.98516648e+00    1.02535208e-03    1.97433989e+00    2.23388075e+00
881      5.78096047e+04    1.97549418e+00    7.07618746e-03    1.98516200e+00    1.02758150e-03    1.97434629e+00    2.23388799e+00
882      5.80764418e+04    1.97548963e+00    7.10646976e-03    1.98515749e+00    1.02982664e-03    1.97435256e+00    2.23389508e+00
883      5.83445104e+04    1.97548504e+00    7.13690171e-03    1.98515293e+00    1.03208757e-03    1.97435868e+00    2.23390201e+00
884      5.86138165e+04    1.97548041e+00    7.16748396e-03    1.98514833e+00    1.03436440e-03    1.97436467e+00    2.23390878e+00
885      5.88843655e+04    1.97547574e+00    7.19821715e-03    1.98514368e+00    1.03665720e-03    1.97437051e+00    2.23391539e+00
886      5.91561634e+04    1.97547102e+00    7.22910194e-03    1.98513899e+00    1.03896606e-03    1.97437622e+00    2.23392184e+00
887      5.94292159e+04    1.97546626e+00    7.26013901e-03    1.98513426e+00    1.04129107e-03    1.97438178e+00    2.23392814e+00
888      5.97035287e+04    1.97546146e+00    7.29132900e-03    1.98512948e+00    1.04363232e-03    1.97438721e+00    2.23393428e+00
889      5.99791076e+04    1.97545661e+00    7.32267259e-03    1.98512466e+00    1.04598990e-03    1.97439250e+00    2.23394026e+00
890      6.02559586e+04    1.97545172e+00    7.35417045e-03    1.98511980e+00    1.04836389e-03    1.97439765e+00    2.23394609e+00
891      6.05340875e+04    1.97544678e+00    7.38582324e-03    1.98511489e+00    1.05075439e-03    1.97440267e+00    2.23395176e+00
892      6.08135001e+04    1.97544180e+00    7.41763165e-03    1.98510993e+00    1.05316148e-03    1.97440755e+00    2.23395729e+00
893      6.10942025e+04    1.97543677e+00    7.44959635e-03    1.98510492e+00    1.05558525e-03    1.97441229e+00    2.23396265e+00
894      6.13762005e+04    1.97543170e+00    7.48171803e-03    1.98509987e+00    1.05802580e-03    1.97441690e+00    2.23396786e+00
895      6.16595002e+04    1.97542658e+00    7.51399737e-03    1.98509478e+00    1.06048320e-03    1.97442138e+00    2.23397292e+00
896      6.19441075e+04    1.97542141e+00    7.54643506e-03    1.98508963e+00    1.06295756e-03    1.97442572e+00    2.23397783e+00
897      6.22300285e+04    1.97541620e+00    7.57903178e-03    1.98508444e+00    1.06544897e-03    1.97442992e+00    2.23398259e+00
898      6.25172693e+04    1.97541094e+00    7.61178825e-03    1.98507920e+00    1.06795750e-03    1.97443399e+00    2.23398719e+00
899      6.28058359e+04    1.97540563e+00    7.64470514e-03    1.98507390e+00    1.07048326e-03    1.97443793e+00    2.23399164e+00
900      6.30957344e+04    1.97540027e+00    7.67778317e-03    1.98506856e+00    1.07302633e-03    1.97444173e+00    2.23399594e+00
901      6.33869711e+04    1.97539486e+00    7.71102305e-03    1.98506317e+00    1.07558681e-03    1.97444540e+00    2.23400010e+00
902      6.36795521e+04    1.97538940e+00    7.74442546e-03    1.98505773e+00    1.07816479e-03    1.97444894e+00    2.23400410e+00
903      6.39734835e+04    1.97538389e+00    7.77799114e-03    1.98505224e+00    1.08076036e-03    1.97445234e+00    2.23400795e+00
904      6.42687717e+04    1.97537833e+00    7.81172079e-03    1.98504670e+00    1.08337361e-03    1.97445562e+00    2.23401165e+00
905      6.45654229e+04    1.97537272e+00    7.84561513e-03    1.98504111e+00    1.08600463e-03    1.97445876e+00    2.23401520e+00
906      6.48634434e+04    1.97536706e+00    7.87967487e-03    1.98503546e+00    1.08865352e-03    1.97446177e+00    2.23401860e+00
907      6.51628394e+04    1.97536135e+00    7.91390076e-03    1.98502976e+00    1.09132037e-03    1.97446464e+00    2.23402186e+00
908      6.54636174e+04    1.97535558e+00    7.94829350e-03    1.98502401e+00    1.09400528e-03    1.97446739e+00    2.23402496e+00
909      6.57657837e+04    1.97534976e+00    7.98285385e-03    1.98501820e+00    1.09670833e-03    1.97447001e+00    2.23402792e+00
910      6.60693448e+04    1.97534389e+00    8.01758252e-03    1.98501234e+00    1.09942962e-03    1.97447249e+00    2.23403073e+00
911      6.63743070e+04    1.97533796e+00    8.05248025e-03    1.98500643e+00    1.10216925e-03    1.97447485e+00    2.23403339e+00
912      6.66806769e+04    1.97533198e+00    8.08754780e-03    1.98500046e+00    1.10492731e-03    1.97447707e+00    2.23403591e+00
913      6.69884609e+04    1.97532595e+00    8.12278589e-03    1.98499443e+00    1.10770388e-03    1.97447916e+00    2.23403828e+00
914      6.72976656e+04    1.97531986e+00    8.15819528e-03    1.98498835e+00    1.11049908e-03    1.97448113e+00    2.23404050e+00
915      6.76082975e+04    1.97531371e+00    8.19377673e-03    1.98498222e+00    1.11331299e-03    1.97448296e+00    2.23404257e+00
916      6.79203633e+04    1.97530750e+00    8.22953099e-03    1.98497602e+00    1.11614571e-03    1.97448467e+00    2.23404450e+00
917      6.82338694e+04    1.97530124e+00    8.26545881e-03    1.98496977e+00    1.11899733e-03    1.97448624e+00    2.23404628e+00
918      6.85488226e+04    1.97529493e+00    8.30156096e-03    1.98496346e+00    1.12186796e-03    1.97448769e+00    2.23404791e+00
